,fraud_count,legit_count,fraud_ratio,total_count
ads,6,194,0.03076923076923077,200
promotes,4,129,0.03076923076923077,133
development,257,8352,0.030767388962049565,8609
behalf,5,162,0.03067484662576687,167
working,179,5835,0.030671692940370116,6014
creatively,3,97,0.030612244897959183,100
campaign,21,685,0.030612244897959183,706
connections,3,97,0.030612244897959183,100
flight,3,97,0.030612244897959183,100
greatest,3,97,0.030612244897959183,100
another,6,195,0.030612244897959183,201
put,10,326,0.03058103975535168,336
messaging,7,228,0.03056768558951965,235
protocols,4,130,0.030534351145038167,134
picture,4,130,0.030534351145038167,134
usability,8,261,0.030534351145038167,269
logs,19,622,0.030497592295345103,641
massive,6,196,0.030456852791878174,202
tools,59,1938,0.030428055698813822,1997
meaningful,9,296,0.030303030303030304,305
evolving,4,131,0.030303030303030304,135
hit,6,197,0.030303030303030304,203
blogs,5,164,0.030303030303030304,169
reason,3,98,0.030303030303030304,101
hire,23,759,0.030263157894736843,782
success,58,1919,0.030208333333333334,1977
ups,9,297,0.030201342281879196,306
offering,14,463,0.03017241379310345,477
quickly,27,894,0.030167597765363128,921
conducting,10,332,0.03003003003003003,342
president,6,199,0.03,205
concepts,15,499,0.03,514
closely,52,1734,0.029971181556195964,1786
agencies,19,633,0.02996845425867508,652
capital,19,635,0.029874213836477988,654
assignment,8,267,0.029850746268656716,275
architectural,4,133,0.029850746268656716,137
career,57,1911,0.02981171548117155,1968
components,14,469,0.029787234042553193,483
regard,7,234,0.029787234042553193,241
passion,33,1107,0.029783393501805054,1140
potential,49,1645,0.02976913730255164,1694
member,32,1075,0.02973977695167286,1107
healthcare,20,672,0.029717682020802376,692
walk,3,100,0.0297029702970297,103
words,3,100,0.0297029702970297,103
communicate,37,1253,0.029505582137161084,1290
about,138,4687,0.029436860068259386,4825
experienced,56,1902,0.029427220178665267,1958
color,4,135,0.029411764705882353,139
apis,6,203,0.029411764705882353,209
evaluating,5,169,0.029411764705882353,174
programming,21,715,0.029329608938547486,736
five,8,272,0.029304029304029304,280
his,14,477,0.029288702928870293,491
partner,23,785,0.029262086513994912,808
create,74,2528,0.02926057730328193,2602
like,79,2699,0.02925925925925926,2778
fax,7,239,0.029166666666666667,246
location,32,1097,0.029143897996357013,1129
disciplined,3,102,0.02912621359223301,105
forth,3,102,0.02912621359223301,105
talent,24,823,0.02912621359223301,847
consumers,14,480,0.029106029106029108,494
outreach,5,171,0.029069767441860465,176
partnerships,12,412,0.029055690072639227,424
even,14,482,0.028985507246376812,496
held,4,137,0.028985507246376812,141
bug,4,137,0.028985507246376812,141
reporting,57,1970,0.0289193302891933,2027
simple,15,519,0.028846153846153848,534
dynamic,30,1039,0.028846153846153848,1069
goes,3,103,0.028846153846153848,106
constructive,3,103,0.028846153846153848,106
professionals,28,971,0.02880658436213992,999
collaboration,15,521,0.028735632183908046,536
team,529,18426,0.02870787431486406,18955
sure,16,557,0.02867383512544803,573
its,48,1674,0.028656716417910448,1722
difference,10,348,0.02865329512893983,358
researching,6,209,0.02857142857142857,215
output,3,104,0.02857142857142857,107
efficiency,13,454,0.02857142857142857,467
conversations,3,104,0.02857142857142857,107
speak,6,210,0.02843601895734597,216
will,632,22250,0.028403217832906388,22882
ongoing,18,633,0.028391167192429023,651
aim,4,140,0.028368794326241134,144
behavior,4,140,0.028368794326241134,144
consult,3,105,0.02830188679245283,108
library,3,105,0.02830188679245283,108
scripts,5,176,0.02824858757062147,181
prototypes,4,141,0.028169014084507043,145
smart,14,496,0.028169014084507043,510
sometimes,4,141,0.028169014084507043,145
inbound,15,532,0.028142589118198873,547
presence,9,320,0.028037383177570093,329
understanding,42,1497,0.028037383177570093,1539
lunch,3,106,0.028037383177570093,109
visits,6,213,0.028037383177570093,219
travel,50,1783,0.028026905829596414,1833
hear,7,250,0.027888446215139442,257
east,4,143,0.027777777777777776,147
fulfilling,3,107,0.027777777777777776,110
small,51,1842,0.027672273467173086,1893
strive,6,216,0.027649769585253458,222
accountability,4,144,0.027586206896551724,148
message,3,108,0.027522935779816515,111
ahead,3,108,0.027522935779816515,111
fast,74,2688,0.027519523986612122,2762
what,79,2878,0.02744008336227857,2957
monthly,47,1714,0.02740524781341108,1761
adherence,6,218,0.0273972602739726,224
deliveries,6,218,0.0273972602739726,224
monday,8,291,0.0273972602739726,299
london,28,1023,0.02734375,1051
views,3,109,0.02727272727272727,112
hoc,6,219,0.02727272727272727,225
comfortable,14,513,0.027237354085603113,527
theme,4,146,0.027210884353741496,150
recommend,8,293,0.027210884353741496,301
landscape,4,146,0.027210884353741496,150
candidate,91,3360,0.02707527521570961,3451
sports,6,221,0.02702702702702703,227
paper,12,443,0.02702702702702703,455
won,6,221,0.02702702702702703,227
portfolio,18,668,0.026905829596412557,686
confidential,12,445,0.026905829596412557,457
leaders,14,520,0.026871401151631478,534
labs,4,148,0.026845637583892617,152
main,28,1044,0.026794258373205742,1072
negotiating,3,111,0.026785714285714284,114
liaising,3,111,0.026785714285714284,114
value,35,1308,0.026737967914438502,1343
prospects,13,486,0.026694045174537988,499
quantitative,4,149,0.02666666666666667,153
articulate,6,224,0.02666666666666667,230
science,14,525,0.026615969581749048,539
relevant,43,1615,0.026608910891089108,1658
tickets,5,187,0.026595744680851064,192
ever,8,300,0.026578073089700997,308
client,163,6132,0.02657753138757541,6295
side,12,452,0.026490066225165563,464
ask,4,150,0.026490066225165563,154
valid,4,150,0.026490066225165563,154
employer,15,567,0.02640845070422535,582
been,29,1099,0.026363636363636363,1128
say,3,113,0.02631578947368421,116
participating,6,227,0.02631578947368421,233
save,3,113,0.02631578947368421,116
country,13,493,0.02631578947368421,506
programmer,4,151,0.02631578947368421,155
has,81,3078,0.026307242611237416,3159
communicating,8,304,0.02622950819672131,312
familiar,7,266,0.026217228464419477,273
traditional,5,190,0.02617801047120419,195
recruiting,23,878,0.026166097838452786,901
improving,12,459,0.02608695652173913,471
segments,3,114,0.02608695652173913,117
display,6,229,0.02608695652173913,235
collecting,3,114,0.02608695652173913,117
sales,277,10620,0.026080406741361455,10897
makers,5,191,0.026041666666666668,196
america,7,268,0.026022304832713755,275
sorting,7,268,0.026022304832713755,275
reading,4,153,0.025974025974025976,157
face,18,692,0.025974025974025976,710
implement,39,1505,0.025896414342629483,1544
tuning,3,115,0.02586206896551724,118
pages,6,231,0.02586206896551724,237
why,16,618,0.025848142164781908,634
connect,7,270,0.025830258302583026,277
york,18,696,0.02582496413199426,714
certified,6,232,0.02575107296137339,238
emails,7,271,0.025735294117647058,278
thought,7,271,0.025735294117647058,278
very,35,1361,0.02569750367107195,1396
positioning,4,155,0.02564102564102564,159
colleagues,7,272,0.02564102564102564,279
spanish,5,194,0.02564102564102564,199
agency,28,1092,0.025617566331198535,1120
volume,20,780,0.02560819462227913,800
relationships,56,2201,0.025431425976385105,2257
completely,3,117,0.025423728813559324,120
leads,26,1022,0.02541544477028348,1048
competitive,30,1180,0.02540220152413209,1210
paperwork,4,157,0.02531645569620253,161
approach,20,790,0.025284450063211124,810
appointments,9,355,0.025280898876404494,364
winning,15,593,0.025252525252525252,608
south,5,197,0.025252525252525252,202
deployment,12,475,0.025210084033613446,487
executing,9,356,0.025210084033613446,365
engaged,4,158,0.025157232704402517,162
educate,4,158,0.025157232704402517,162
few,9,358,0.025069637883008356,367
build,80,3196,0.025023459493274947,3276
seeks,6,239,0.025,245
family,18,720,0.024965325936199722,738
little,10,401,0.024875621890547265,411
outcomes,5,200,0.024875621890547265,205
affiliate,4,160,0.024844720496894408,164
bigger,3,120,0.024793388429752067,123
attend,9,362,0.024793388429752067,371
understand,33,1331,0.024774774774774775,1364
availability,8,322,0.02476780185758514,330
committed,12,484,0.024742268041237112,496
thrive,7,282,0.024734982332155476,289
interest,14,566,0.024691358024691357,580
keep,21,851,0.02464788732394366,872
valuable,7,283,0.02464788732394366,290
first,46,1869,0.02459893048128342,1915
premier,3,121,0.02459016393442623,124
supporting,32,1301,0.02457757296466974,1333
eye,7,284,0.02456140350877193,291
green,7,284,0.02456140350877193,291
generation,19,773,0.02454780361757106,792
building,64,2610,0.024511681348142474,2674
freelance,5,203,0.024509803921568627,208
events,33,1348,0.02446256486286138,1381
best,89,3639,0.02445054945054945,3728
proven,19,777,0.02442159383033419,796
head,22,900,0.0244173140954495,922
enrollment,3,122,0.024390243902439025,125
promoting,7,286,0.024390243902439025,293
strategies,32,1317,0.024279210925644917,1349
example,5,205,0.024271844660194174,210
insights,13,535,0.024253731343283583,548
requirement,4,164,0.024242424242424242,168
perspective,4,164,0.024242424242424242,168
software,127,5240,0.0242320167906888,5367
examples,3,123,0.024193548387096774,126
discussions,3,123,0.024193548387096774,126
guides,3,123,0.024193548387096774,126
existing,52,2150,0.02417480241748024,2202
scale,19,785,0.024173027989821884,804
running,13,538,0.02411873840445269,551
administration,14,581,0.024054982817869417,595
than,53,2203,0.024047186932849365,2256
research,47,1955,0.024028629856850715,2002
between,29,1207,0.024006622516556293,1236
around,28,1169,0.023931623931623933,1197
physical,11,459,0.02391304347826087,470
deliver,52,2174,0.023908045977011495,2226
towards,12,502,0.02385685884691849,514
banks,4,167,0.023809523809523808,171
yourself,9,377,0.023809523809523808,386
atlanta,3,125,0.023809523809523808,128
provision,3,125,0.023809523809523808,128
machine,10,419,0.023809523809523808,429
treatment,8,335,0.023809523809523808,343
windows,9,378,0.023746701846965697,387
promotions,5,210,0.023696682464454975,215
recruiter,5,210,0.023696682464454975,215
successful,47,1988,0.023629964806435394,2035
objective,5,211,0.02358490566037736,216
entertainment,4,169,0.023529411764705882,173
our,728,30988,0.02349220691213011,31716
pipeline,10,427,0.02336448598130841,437
rapid,5,213,0.02336448598130841,218
international,33,1412,0.02335456475583864,1445
hardware,13,556,0.02333931777378815,569
moving,8,342,0.023323615160349854,350
workload,4,171,0.023255813953488372,175
version,3,128,0.023255813953488372,131
calibri,3,128,0.023255813953488372,131
subject,6,257,0.023255813953488372,263
selling,16,688,0.023222060957910014,704
inc,11,473,0.023206751054852322,484
matter,7,301,0.023178807947019868,308
concerns,6,258,0.023166023166023165,264
reputation,4,172,0.023121387283236993,176
ownership,11,475,0.023109243697478993,486
fraud,3,129,0.023076923076923078,132
hot,3,129,0.023076923076923078,132
without,17,736,0.023066485753052916,753
packages,17,738,0.023004059539918808,755
could,10,434,0.022988505747126436,444
drafting,3,130,0.022900763358778626,133
important,16,698,0.022889842632331903,714
integrated,11,480,0.02286902286902287,491
registered,4,174,0.022857142857142857,178
look,13,568,0.022847100175746926,581
intelligent,5,218,0.0228310502283105,223
payments,8,351,0.022727272727272728,359
administer,3,131,0.022727272727272728,134
explore,3,131,0.022727272727272728,134
her,12,527,0.022727272727272728,539
takes,10,439,0.022727272727272728,449
teamwork,7,308,0.022653721682847898,315
specifically,8,355,0.02247191011235955,363
extensive,10,444,0.02247191011235955,454
expected,17,757,0.022427440633245383,774
runs,3,133,0.022388059701492536,136
applicant,7,312,0.022364217252396165,319
analyze,15,674,0.022222222222222223,689
enables,4,179,0.022222222222222223,183
collaborate,12,540,0.022181146025878003,552
analyzing,7,315,0.022151898734177215,322
conferences,5,225,0.022123893805309734,230
trusted,4,180,0.022099447513812154,184
knowledgeable,3,135,0.022058823529411766,138
mid,6,271,0.022058823529411766,277
driven,29,1318,0.021986353297952996,1347
latin,3,136,0.021897810218978103,139
ambassador,3,136,0.021897810218978103,139
shared,3,136,0.021897810218978103,139
how,42,1919,0.021875,1961
title,24,1097,0.02185792349726776,1121
sort,4,182,0.02185792349726776,186
located,21,960,0.021852237252861603,981
delivery,47,2152,0.02183000464468184,2199
specialist,27,1236,0.021827000808407437,1263
fashion,11,503,0.021825396825396824,514
hands,16,733,0.021798365122615803,749
counseling,3,137,0.021739130434782608,140
computers,3,137,0.021739130434782608,140
advance,5,229,0.021739130434782608,234
done,12,551,0.021739130434782608,563
screening,3,137,0.021739130434782608,140
leverage,6,275,0.021739130434782608,281
cloud,16,737,0.02168021680216802,753
code,30,1384,0.021660649819494584,1414
want,51,2361,0.021591871295512276,2412
bonus,8,370,0.0215633423180593,378
bank,9,418,0.021479713603818614,427
central,7,325,0.02147239263803681,332
adding,3,139,0.02142857142857143,142
delivering,21,979,0.02142857142857143,1000
roi,3,140,0.02127659574468085,143
bit,3,140,0.02127659574468085,143
designing,12,564,0.021238938053097345,576
properly,9,423,0.02122641509433962,432
engagements,3,141,0.02112676056338028,144
valued,3,141,0.02112676056338028,144
canada,4,189,0.021052631578947368,193
continue,7,332,0.021021021021021023,339
already,9,428,0.02097902097902098,437
pricing,9,428,0.02097902097902098,437
ethic,3,142,0.02097902097902098,145
video,20,955,0.02092050209205021,975
clients,114,5462,0.02086765513454146,5576
role,109,5228,0.02084528590552687,5337
delivers,4,191,0.020833333333333332,195
producing,5,239,0.020833333333333332,244
join,76,3649,0.020821917808219178,3725
consultant,14,675,0.020710059171597635,689
resourceful,3,144,0.020689655172413793,147
none,3,144,0.020689655172413793,147
consultative,3,144,0.020689655172413793,147
experts,8,386,0.020671834625323,394
starting,7,338,0.02064896755162242,345
ideally,6,290,0.020618556701030927,296
tech,23,1116,0.020590868397493287,1139
transfer,7,339,0.020588235294117647,346
strategy,39,1897,0.02054794520547945,1936
features,23,1120,0.020517395182872437,1143
increasing,4,195,0.02040816326530612,199
communicator,3,146,0.02040816326530612,149
open,23,1128,0.02037201062887511,1151
don,12,589,0.020338983050847456,601
ruby,9,442,0.020316027088036117,451
real,28,1379,0.020289855072463767,1407
linkedin,3,147,0.02027027027027027,150
file,8,395,0.020202020202020204,403
live,15,743,0.020161290322580645,758
goal,10,496,0.02012072434607646,506
junior,14,697,0.02005730659025788,711
segment,3,149,0.02,152
ideal,26,1305,0.019908116385911178,1331
finance,31,1565,0.01979565772669221,1596
lifecycle,5,252,0.019762845849802372,257
else,3,151,0.019736842105263157,154
big,23,1166,0.01970865467009426,1189
talented,35,1775,0.019707207207207207,1810
recruitment,15,762,0.019659239842726082,777
platform,45,2294,0.0196078431372549,2339
accept,3,152,0.0196078431372549,155
optimal,3,152,0.0196078431372549,155
charges,4,204,0.01951219512195122,208
way,27,1383,0.019508670520231215,1410
secure,5,256,0.019455252918287938,261
due,11,565,0.019434628975265017,576
targets,10,514,0.019417475728155338,524
server,15,775,0.019329896907216496,790
updated,4,206,0.01932367149758454,210
stories,6,310,0.01929260450160772,316
printing,3,156,0.01910828025477707,159
end,48,2516,0.01907032181168057,2564
add,9,472,0.019027484143763214,481
officer,7,367,0.019021739130434784,374
top,28,1471,0.019021739130434784,1499
activity,10,528,0.01890359168241966,538
alongside,7,370,0.018867924528301886,377
oracle,6,318,0.018808777429467086,324
agile,15,797,0.018796992481203006,812
yet,5,266,0.018726591760299626,271
particular,3,160,0.018633540372670808,163
hearing,3,160,0.018633540372670808,163
greater,3,160,0.018633540372670808,163
involve,9,483,0.01859504132231405,492
architect,9,483,0.01859504132231405,492
giving,3,161,0.018518518518518517,164
posts,3,161,0.018518518518518517,164
writing,19,1027,0.01848249027237354,1046
chance,7,378,0.018469656992084433,385
enable,6,324,0.018461538461538463,330
optimize,7,379,0.018421052631578946,386
professionalism,3,162,0.018404907975460124,165
retention,5,271,0.01838235294117647,276
stores,5,271,0.01838235294117647,276
framework,6,326,0.01834862385321101,332
culture,20,1093,0.018281535648994516,1113
speed,4,219,0.01818181818181818,223
together,14,769,0.01818181818181818,783
drivers,6,331,0.018072289156626505,337
utilize,5,277,0.017985611510791366,282
next,22,1224,0.017959183673469388,1246
workshops,4,222,0.017937219730941704,226
kept,6,334,0.01791044776119403,340
means,8,447,0.017857142857142856,455
innovative,23,1291,0.01780185758513932,1314
apex,6,337,0.01775147928994083,343
she,8,451,0.017699115044247787,459
launch,9,508,0.01768172888015717,517
capture,3,169,0.01764705882352941,172
advocate,3,172,0.017341040462427744,175
driving,9,520,0.01727447216890595,529
come,17,986,0.017223910840932118,1003
adhere,9,523,0.01717557251908397,532
print,6,349,0.017142857142857144,355
advisor,4,233,0.017094017094017096,237
interacting,3,175,0.017045454545454544,178
play,22,1290,0.017041053446940357,1312
offices,13,763,0.017015706806282723,776
does,5,293,0.017006802721088437,298
commerce,6,352,0.0169971671388102,358
users,27,1588,0.016991818753933293,1615
soon,3,176,0.01694915254237288,179
stack,8,473,0.016877637130801686,481
tight,3,177,0.016853932584269662,180
interns,3,177,0.016853932584269662,180
demands,8,474,0.016842105263157894,482
edge,12,714,0.016783216783216783,726
adoption,3,178,0.01675977653631285,181
early,8,478,0.016701461377870562,486
there,16,959,0.016666666666666666,975
just,27,1623,0.0166256157635468,1650
graduates,5,300,0.016611295681063124,305
timelines,3,180,0.016574585635359115,183
alpha,3,180,0.016574585635359115,183
space,11,664,0.016541353383458645,675
partnership,6,362,0.01652892561983471,368
emerging,4,242,0.01646090534979424,246
learning,23,1401,0.016405135520684736,1424
brand,27,1649,0.016363636363636365,1676
class,15,916,0.016357688113413305,931
engine,4,244,0.0163265306122449,248
rest,4,244,0.0163265306122449,248
attending,3,183,0.016304347826086956,186
prospecting,3,183,0.016304347826086956,186
network,29,1779,0.016292134831460674,1808
become,13,800,0.016229712858926344,813
minded,7,431,0.016203703703703703,438
acquisition,9,556,0.01615798922800718,565
law,5,309,0.016129032258064516,314
university,4,247,0.016129032258064516,251
story,4,247,0.016129032258064516,251
ideas,17,1061,0.0160075329566855,1078
sale,6,374,0.016,380
consumer,10,626,0.01594896331738437,636
event,7,440,0.015873015873015872,447
days,8,505,0.015810276679841896,513
analyst,17,1075,0.015799256505576207,1092
expanding,10,634,0.015748031496062992,644
seo,7,444,0.015730337078651686,451
different,14,890,0.015712682379349047,904
them,55,3502,0.015700827861832713,3557
onboarding,3,191,0.015625,194
students,12,768,0.015604681404421327,780
exceptional,14,897,0.015590200445434299,911
either,6,384,0.015584415584415584,390
analysts,4,256,0.01556420233463035,260
headquarters,3,192,0.015544041450777202,195
markets,8,514,0.015533980582524271,522
analytical,8,516,0.015473887814313346,524
warehouse,7,452,0.01545253863134658,459
everything,7,453,0.015418502202643172,460
ventures,3,194,0.015384615384615385,197
websites,8,519,0.015384615384615385,527
teaching,4,261,0.015267175572519083,265
run,8,524,0.015238095238095238,532
loves,3,196,0.015228426395939087,199
return,4,262,0.015209125475285171,266
beyond,5,328,0.015197568389057751,333
speaking,4,263,0.015151515151515152,267
centre,3,197,0.015151515151515152,200
growth,55,3633,0.015134837644468905,3688
shopping,3,198,0.01507537688442211,201
backed,8,531,0.015037593984962405,539
roles,6,399,0.015,405
foster,4,267,0.014925373134328358,271
contacts,5,335,0.01488095238095238,340
creativity,4,268,0.01486988847583643,272
fit,7,471,0.014830508474576272,478
downtown,3,204,0.014634146341463415,207
marketing,110,7530,0.014606293984862568,7640
having,9,618,0.014539579967689823,627
interests,3,206,0.014492753623188406,209
lots,3,206,0.014492753623188406,209
insight,3,206,0.014492753623188406,209
charge,4,277,0.014388489208633094,281
helping,15,1044,0.014354066985645933,1059
creating,19,1324,0.014339622641509434,1343
since,8,557,0.014336917562724014,565
diverse,8,558,0.014311270125223614,566
photo,3,209,0.014285714285714285,212
devices,5,349,0.014285714285714285,354
enterprise,12,839,0.014285714285714285,851
solid,6,419,0.014285714285714285,425
traffic,5,350,0.014245014245014245,355
crm,7,497,0.014056224899598393,504
professionally,3,213,0.014018691588785047,216
mind,3,214,0.013953488372093023,217
advertising,15,1076,0.013927576601671309,1091
developers,20,1437,0.013908205841446454,1457
blog,4,288,0.01384083044982699,292
second,3,216,0.013824884792626729,219
francisco,6,434,0.013793103448275862,440
methodologies,4,289,0.013793103448275862,293
community,26,1885,0.013785790031813362,1911
last,4,290,0.013745704467353952,294
things,13,950,0.013669821240799159,963
page,4,296,0.013468013468013467,300
estate,7,519,0.013461538461538462,526
equity,3,222,0.013452914798206279,225
sell,8,595,0.013422818791946308,603
constantly,5,372,0.013404825737265416,377
healthy,7,523,0.013358778625954198,530
course,3,224,0.013333333333333334,227
target,8,599,0.013333333333333334,607
productive,4,302,0.013201320132013201,306
car,3,229,0.013043478260869565,232
mobile,38,2982,0.012738853503184714,3020
expansion,5,392,0.01272264631043257,397
doing,7,551,0.012681159420289856,558
disability,4,319,0.0125,323
engaging,5,400,0.012468827930174564,405
press,4,320,0.012461059190031152,324
past,4,320,0.012461059190031152,324
creation,6,483,0.012396694214876033,489
right,26,2101,0.012369172216936251,2127
platforms,9,731,0.012295081967213115,740
unique,12,983,0.012195121951219513,995
firms,3,245,0.012195121951219513,248
period,3,246,0.012145748987854251,249
designers,11,908,0.0121012101210121,919
founded,5,413,0.012077294685990338,418
editing,3,250,0.01195219123505976,253
chief,3,251,0.011904761904761904,254
api,4,335,0.011904761904761904,339
lot,4,336,0.011869436201780416,340
gain,4,336,0.011869436201780416,340
kind,3,253,0.011811023622047244,256
driver,6,508,0.011787819253438114,514
created,3,254,0.011764705882352941,257
java,10,860,0.011614401858304297,870
whole,3,259,0.011538461538461539,262
super,3,259,0.011538461538461539,262
sharing,3,260,0.011494252873563218,263
always,8,697,0.011461318051575931,705
linux,4,348,0.011461318051575931,352
news,5,438,0.011389521640091117,443
hard,10,897,0.011135857461024499,907
seek,3,269,0.011111111111111112,272
lives,5,457,0.010917030567685589,462
foundation,3,279,0.010714285714285714,282
territory,4,373,0.0106951871657754,377
award,6,563,0.010638297872340425,569
developer,39,3676,0.010606472667935817,3715
associate,14,1324,0.010566037735849057,1338
sources,4,378,0.010554089709762533,382
was,4,380,0.010498687664041995,384
visual,8,768,0.010403120936280884,776
prospect,3,289,0.010344827586206896,292
funded,4,390,0.010230179028132993,394
significant,4,392,0.010178117048346057,396
integral,8,790,0.010113780025284451,798
entrepreneurs,3,296,0.010101010101010102,299
startup,13,1287,0.010093167701863354,1300
private,9,894,0.01005586592178771,903
content,26,2594,0.01001926782273603,2620
languages,3,300,0.009966777408637873,303
interviews,4,402,0.009925558312655087,406
copy,7,708,0.009873060648801129,715
letter,3,306,0.009771986970684038,309
release,3,316,0.00946372239747634,319
collaborative,5,531,0.009398496240601503,536
ground,4,428,0.009324009324009324,432
inside,5,538,0.00927643784786642,543
workflow,3,323,0.009259259259259259,326
web,43,4669,0.009207708779443255,4712
loan,4,435,0.009174311926605505,439
children,3,327,0.009146341463414634,330
shipments,3,328,0.00911854103343465,331
audience,3,329,0.00909090909090909,332
vacation,3,334,0.008955223880597015,337
creative,20,2248,0.008892841262783458,2268
spot,3,337,0.008875739644970414,340
marketplace,3,339,0.008823529411764706,342
ios,7,797,0.008771929824561403,804
might,3,344,0.008695652173913044,347
android,6,695,0.008620689655172414,701
saas,4,469,0.00851063829787234,473
ship,3,354,0.008450704225352112,357
venture,4,475,0.008403361344537815,479
touch,3,356,0.008403361344537815,359
continued,6,726,0.008253094910591471,732
stage,3,366,0.008174386920980926,369
javascript,6,735,0.008152173913043478,741
social,24,2957,0.008113590263691683,2981
europe,3,375,0.007978723404255319,378
growing,30,3768,0.007959671000265322,3798
getting,3,376,0.007957559681697613,379
analytics,8,1005,0.007952286282306162,1013
know,9,1133,0.007936507936507936,1142
facing,3,381,0.007853403141361256,384
branch,3,391,0.007653061224489796,394
custom,3,394,0.007594936708860759,397
think,4,535,0.007462686567164179,539
media,25,3368,0.0074205995844464235,3393
beautiful,3,408,0.007334963325183374,411
app,7,971,0.00720164609053498,978
funding,4,555,0.007194244604316547,559
millions,3,430,0.0069605568445475635,433
revenue,7,1005,0.006958250497017893,1012
young,4,575,0.006944444444444444,579
facebook,3,434,0.006896551724137931,437
helps,3,437,0.00684931506849315,440
lift,3,440,0.006802721088435374,443
intern,4,593,0.006734006734006734,597
demonstrating,3,460,0.006507592190889371,463
campaigns,10,1543,0.006476683937823834,1553
art,3,463,0.00646551724137931,466
engage,3,503,0.005952380952380952,506
rapidly,5,868,0.005753739930955121,873
prospective,3,543,0.0055147058823529415,546
student,7,1271,0.00550314465408805,1278
believe,5,915,0.0054585152838427945,920
brands,5,923,0.005411255411255411,928
engagement,3,557,0.005376344086021506,560
cutting,3,580,0.0051635111876075735,583
digital,14,2808,0.004983980064079744,2822
feel,5,1052,0.004748338081671415,1057
user,12,2541,0.004720692368214005,2553
search,9,1935,0.0046487603305785125,1944
net,3,646,0.00463678516228748,649
fun,5,1143,0.004370629370629371,1148
apps,3,686,0.004366812227074236,689
beauty,3,694,0.004316546762589928,697
housing,3,759,0.003947368421052632,762
click,3,763,0.003926701570680628,766
closing,3,831,0.003605769230769231,834
designer,5,1422,0.0035137034434293743,1427
passionate,5,1544,0.003236245954692557,1549
love,7,2165,0.003231763619575254,2172
loans,3,987,0.003036437246963563,990
website,8,2785,0.002871500358937545,2793
